[MS Spectrum]
# of Peaks	735
Raw Spectrum	[7.617],(scan:[3048])
Background	No Background Spectrum
Base Peak	m/z 54.10 (Inten : 52,650)
m/z	Absolute Intensity	Relative Intensity
715.15	25	0.05
716.15	28	0.05
718.15	4	0.01
719.05	85	0.16
720.05	11	0.02
721.05	5	0.01
722.45	186	0.35
723.55	2	0.00
725.00	248	0.47
726.60	231	0.44
728.00	103	0.20
728.95	12	0.02
729.95	36	0.07
730.95	13	0.02
732.50	1539	2.92
733.45	16	0.03
735.45	9	0.02
736.45	20	0.04
737.45	9	0.02
738.40	180	0.34
739.35	2	0.00
740.50	187	0.36
741.55	3	0.01
742.55	34	0.06
743.55	3	0.01
744.55	1	0.00
745.65	1340	2.55
746.65	19	0.04
747.95	92	0.17
749.10	107	0.20
751.05	42	0.08
752.05	5	0.01
754.05	8	0.02
755.05	9	0.02
755.95	5	0.01
756.85	78	0.15
757.85	21	0.04
758.75	23	0.04
759.60	194	0.37
761.65	34	0.06
762.65	26	0.05
763.65	19	0.04
764.65	8	0.02
765.65	10	0.02
766.65	27	0.05
768.65	65	0.12
770.65	49	0.09
771.65	42	0.08
772.80	195	0.37
773.75	13	0.02
774.55	9	0.02
775.35	164	0.31
776.35	52	0.10
777.35	20	0.04
778.25	3	0.01
779.20	69	0.13
780.15	35	0.07
781.15	28	0.05
782.15	15	0.03
783.15	18	0.03
785.15	53	0.10
786.15	43	0.08
788.15	1	0.00
789.20	167	0.32
790.30	2392	4.54
792.25	84	0.16
793.40	868	1.65
794.60	4496	8.54
796.35	1552	2.95
797.60	2567	4.88
798.45	6	0.01
799.25	200	0.38
799.95	990	1.88
Event	2
